Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link
Senior DevOps Engineer,SSC Egypt,"New Cairo, Cairo, Egypt",23 days ago,Full Time,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· DevOps· Azure DevOps Server· CI/CD· Computer Science· Azure· Docker· Engineering· Information Technology (IT),https://wuzzuf.net/jobs/p/kGG7aaVQMZZC-Senior-DevOps-Engineer-SSC-Egypt-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb
Senior Linux System Engineer,Link Datacenter,"Dokki, Giza, Egypt",17 days ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Engineering· Communication Engineering· Information Technology (IT)· Computer Science· Installation· Maintenance· Solaris,https://wuzzuf.net/jobs/p/jbhB7hgCFxI6-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb
Senior Technical Lead,Squadio,"Alexandria, Egypt",24 days ago,Full Time - Work From Home,Experienced · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Technical Lead· Software Development· React js·Python· React· Startup,https://wuzzuf.net/jobs/p/AhhiMn7DMVox-Senior-Technical-Lead-Squadio-Alexandria-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb
Ruby on Rails Developer (Back End),Tays,"New Cairo, Cairo, Egypt",19 days ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Development· Software Development· Information Technology (IT)· Software Engineering· Computer Engineering· HTML· JavaScript,https://wuzzuf.net/jobs/p/i31ICMCBI5yU-Ruby-on-Rails-Developer-Back-End-Tays-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb
Senior Big Data Engineers,BBIConsultancy,"Abu Dhabi, United Arab Emirates",22 days ago,Full Time - Work From Home,Experienced · 7 - 10 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology· Big Data· Data Science·Python· Kafka· Spark,https://wuzzuf.net/jobs/p/5EBOFMSD1Bii-Senior-Big-Data-Engineers-BBI-Consultancy-Abu-Dhabi-United-Arab-Emirates?o=68&l=sp&t=sj&a=python|search-v3|hpb
Software Engineer,Aseel,"Cairo, Egypt",22 days ago,Full Time - Work From Home,Entry Level · IT/Software Development · Engineering - Telecom/Technology· HTML5· PHP· JavaScript· C++· SQL Server· .Net· Information Technology (IT)· CSS,https://wuzzuf.net/jobs/p/MLaP8mqcf3Sb-Software-Engineer-Aseel-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Technical Lead,RDI,"Dokki, Giza, Egypt",23 days ago,Full Time,Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Angular· Full Stack Development· JavaScript· Flask· Spring Boot· Django·Python,https://wuzzuf.net/jobs/p/ln6Clohx8m14-Full-Stack-Technical-Lead-RDI-Giza-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb
NLP Engineer,Tahaluf Al Emarat Technical Solutions,"Cairo, Egypt",24 days ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· NLP· ML· Machine Learning· Data Science·Python· TensorFlow· NumPy,https://wuzzuf.net/jobs/p/EfZo2CfXaON8-NLP-Engineer-Tahaluf-Al-Emarat-Technical-Solutions-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb
Algorithm Engineer,Tahaluf Al Emarat Technical Solutions,"Cairo, Egypt",24 days ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Algorithms· CUDA· Computer Science· Git· Engineering· Software Engineering· C· Design,https://wuzzuf.net/jobs/p/DjexrRYn6C0W-Algorithm-Engineer-Tahaluf-Al-Emarat-Technical-Solutions-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb
Data Scientist,Fixed Solutions,"Sheraton, Cairo, Egypt",24 days ago,Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Analysis· Computer Science· Data Science· data scientist· Engineering· Information Technology (IT)· Java· Machine Learning,https://wuzzuf.net/jobs/p/rkQ7JHkEd4ke-Data-Scientist-Fixed-Solutions-Cairo-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Trufla,"Heliopolis, Cairo, Egypt",25 days ago,Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical· AWS· Azure· Cloud· Computer Science· Docker· Engineering· Information Technology (IT),https://wuzzuf.net/jobs/p/biaLPnEUTxtW-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb
NodeJS Backend Developer,Genwin,"Obour City, Cairo, Egypt",24 days ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Engineering· Computer Science· Information Technology (IT)· Software Development· Microservices· NoSQL· Nodejs· javaScript,https://wuzzuf.net/jobs/p/H7vpe4dKj9JS-NodeJS-Backend-Developer-Genwin-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb
Junior Backend Engineer,LxT,"Mohandessin, Giza, Egypt",25 days ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·Python· Django· Flask· Programming· Azure· GCP· Amazon Web Services· Agile,https://wuzzuf.net/jobs/p/G7dIVlXGgyzB-Junior-Backend-Engineer-LxT-Giza-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb
Cloud Solution Engineer - R&D,Link Datacenter,"Giza, Egypt",25 days ago,Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Azure· Cloud· Computer Engineering· Computer Science· Docker· Engineering· Information Technology (IT)· Linux,https://wuzzuf.net/jobs/p/idPsvxpDPaB2-Cloud-Solution-Engineer---RD-Link-Datacenter-Giza-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Beyond Solution,"Maadi, Cairo, Egypt",25 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· DevOps· Docker· CI/CD· Linux·Python· Engineering· Computer Science,https://wuzzuf.net/jobs/p/TK74Y0tMZizR-Devops-Engineer-Beyond-Solution-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb
IT System Administrator,Sykes Enterprises,"Cairo, Egypt",25 days ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· CCNA· computer· Computer Engineering· Computer Science· Engineering· English· Information Technology (IT),https://wuzzuf.net/jobs/p/L77WvHUyZR5s-IT-System-Administrator-Sykes-Enterprises-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb
Data Scientist,Paymob Solutions,"Maadi, Cairo, Egypt",26 days ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Computer Science· Data Science· Data· data scientist· Information Technology (IT)· AWS· Machine Learning,https://wuzzuf.net/jobs/p/0jGn5OM1ogU7-Data-Scientist-Paymob-Solutions-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,National Technology,"Nasr City, Cairo, Egypt",25 days ago,Full Time,Experienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Communication skills· Computer Science· business· Information Technology (IT)· Odoo·Python,https://wuzzuf.net/jobs/p/JO5Cjj9akGTC-Odoo-Developer-National-Technology-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb
chat-bot Developer - India,Hakaya,"New Delhi, India",1 month ago,Full Time - Part Time - Work From Home,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· chatbot· AI· Computer Science· English· Information Technology (IT)·Python· REST· Software Development,https://wuzzuf.net/jobs/p/ks5MVpVZAr5D-chat-bot-Developer---India-Hakaya-New-Delhi-India?o=82&l=sp&t=sj&a=python|search-v3|hpb
Physics Research Assistant @ |AUC ⟩,Confidential,"Giza, Egypt",29 days ago,Full Time - Part Time,Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Analyst/Research· Physics· Research· Quantum Mechanics· Quantum Information· Computational Physics· C++· Latex· Linux,https://wuzzuf.net/jobs/p/x57X0A4sAN5Z-Physics-Research-Assistant-AUC-%E2%9F%A9-Giza-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb
DevOps Engineer,IT Systems Corporation,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Computer Science· Linux· Information Technology (IT)· DevOps·Python· Apache,https://wuzzuf.net/jobs/p/fnaQf7I4B2aQ-DevOps-Engineer-IT-Systems-Corporation-Giza-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Pan Marine Group,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Software· Software Engineering· Software Development· Information Technology (IT)· Computer Science· SQL·Python· javaScript,https://wuzzuf.net/jobs/p/eiCNWPs5U0hZ-Odoo-Developer-Pan-Marine-Group-Alexandria-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb
Senior Machine Learning Engineer - Giza,AFKAR Technology,"Giza, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· SQL·Python· TensorFlow· Training· Statistics· Programming· NLP,https://wuzzuf.net/jobs/p/Cp1Y9BFgCAws-Senior-Machine-Learning-Engineer---Giza-AFKAR-Technology-Giza-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb
Cloud Security Engineer,Softec Technologies,"Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Cloud· Security· Software· Engineering· Software Development· Computer Engineering· Information Technology (IT)·Python,https://wuzzuf.net/jobs/p/uge2nTP9CkSg-Cloud-Security-Engineer-Softec-Technologies-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb
DevOps: Site Reliability Engineer/ Support Engineer.,Cegedim,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Jira· Saltstack· Jenkins· Linux· Oracle· MongoDB· Bash· Powershell,https://wuzzuf.net/jobs/p/l590sAVfMMkv-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer.,Cegedim,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· System Administration· Linux· Network Adminstartion· Engineering· Windows Systems· MongoDB· Oracle· PostgreSQL,https://wuzzuf.net/jobs/p/a4s02FZDWt5v-Senior-DevOps-Engineer-Cegedim-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,IT Systems Corporation,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Odoo· Information Technology (IT)·Python· Computer Science· Development,https://wuzzuf.net/jobs/p/C1lUyCoWtcv3-Odoo-Developer-IT-Systems-Corporation-Giza-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb
Technical Artist,Limbic Entertainment (Cairo Office),"Sheraton, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Creative/Design/Art · IT/Software Development· Unreal Engine· Game development· Scripting· VFX· Autodesk Maya· Autodesk 3ds Max· Adobe Photoshop·Python,https://wuzzuf.net/jobs/p/SYnDg6kCjl2x-Technical-Artist-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb
Automation Test Engineer,Confidential,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Ansible· AWS· Cloud· Computer Science· DevOps· Docker· Github,https://wuzzuf.net/jobs/p/FrhKHTu91bfB-Automation-Test-Engineer-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb
AWS Devops Engineer,Confidential,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Ansible· AWS· Cloud· Computer Science· DevOps· Docker· Github· Information Technology (IT),https://wuzzuf.net/jobs/p/53UllZWE0yAY-AWS-Devops-Engineer-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· CSS· JavaScript· Odoo· PostgreSQL·Python· XML· jQuery· HTML,https://wuzzuf.net/jobs/p/OChzn3awSVCd-Odoo-Developer-Giza-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Contact,"Downtown, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Computer Science· DevOps· Devops Engineer· engineer· Information Technology (IT)· Software Development· Git,https://wuzzuf.net/jobs/p/GzOKlnCUp7Ao-Devops-Engineer-Contact-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb
DevOps Engineer,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,"Entry Level · 1 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Tomcat, Apache, NGINX database administration Postgres, MS-SQL, MySQL, Oracle Microservices Docker, Docker-compose, Kubernetes Linux Ubuntu, Centos cloud AWS, DigitalOcean, Azure virtualization VMware, Virtual Box, WSL Network TCP/IP Utilities Putty, MtP·Python· Docker· DNS· Database· SQL· Vmware· Azure",https://wuzzuf.net/jobs/p/R0enLkLr6zZK-DevOps-Engineer-Giza-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb
Computer Vision Engineer,Beyond Apps Group,"Nasr City, Cairo, Egypt",1 month ago,Internship,Entry Level · IT/Software Development · Engineering - Telecom/Technology· Computer Vision· Engineering· OpenCV·Python· TensorFlow· Computer Science,https://wuzzuf.net/jobs/p/AK26akZzjSVi-Computer-Vision-Engineer-Beyond-Apps-Group-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb
Senior Big Data Engineer - Cairo,Confidential,"Nasr City, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Big Data· Computer Science· Engineering· Cloud· Information Technology (IT)· Agile· Programming· Software,https://wuzzuf.net/jobs/p/aOKLhyDBiNUH-Senior-Big-Data-Engineer---Cairo-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb
Sr. VOIP Network Engineer,Target Recruitment & HR Solutions,"Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Networking· Information Technology (IT)· Computer Science· VoIP· SIP· PHP·Python Scripting,https://wuzzuf.net/jobs/p/ealeu6l5Bidw-Sr-VOIP-Network-Engineer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Engineer,Seedstars,"Cairo, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Web Development· Django Framework·python development· CSS· Design· Git· HTML· SQL,https://wuzzuf.net/jobs/p/aFCsjhmtFv6L-Senior-Software-Engineer-Seedstars-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb
Web Development Manager,WEmng,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· Agile· Computer Science· Information Technology (IT)· JavaScript· HTML· MVC· Software Development,https://wuzzuf.net/jobs/p/BSZF7MYfhqhL-Web-Development-Manager-WEmng-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,"San International Co., Ltd.","Jeddah, Saudi Arabia",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·Python· Odoo· CSS· HTML· JavaScript· jQuery· Linux· Software Development,https://wuzzuf.net/jobs/p/y1oNpalr3o1I-Odoo-Developer-San-International-Co-Ltd-Jeddah-Saudi-Arabia?o=102&l=sp&t=sj&a=python|search-v3|hpb
Tech Lead,Syndo,"Cairo, Egypt",1 month ago,Full Time,Manager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Django· Computer Science· Information Technology (IT)·Python· Lead· Software Development· Engineering· English,https://wuzzuf.net/jobs/p/zsybXuLfJAFn-Tech-Lead-Syndo-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb
Web Developer,MWG,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· Computer Science· CSS· HTML· Information Technology (IT)· Java· JavaScript· NodeJS,https://wuzzuf.net/jobs/p/iHjJZt6vdxlk-Web-Developer-MWG-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb
System Engineer,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,"Entry Level · 1 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Tomcat, Apache, NGINX database administration Postgres, MS-SQL, MySQL, Oracle Microservices Docker, Docker-compose, Kubernetes Linux Ubuntu, Centos cloud AWS, DigitalOcean, Azure virtualization VMware, Virtual Box, WSL Network TCP/IP Utilities Putty, MtP·Python· Docker· DNS· Database· SQL· Vmware· Azure",https://wuzzuf.net/jobs/p/mgUS2LEpUwNz-System-Engineer-Giza-Egypt?o=105&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Botit,"Downtown, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Linux· Azure· Nginx· Docker· Kubernetes· Git· DevOps· Jenkins,https://wuzzuf.net/jobs/p/ftrLbGE0dDJ6-Senior-Devops-Engineer-Botit-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|hpb
Senior Network Engineer,MHGroup,"Dokki, Giza, Egypt",1 month ago,Full Time,Experienced · 10 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· communications· Information Technology (IT)· network· Engineering· coding·Python· Juniper· Cisco,https://wuzzuf.net/jobs/p/80KmQ6e41Uyo-Senior-Network-Engineer-MH-Group-Giza-Egypt?o=107&l=sp&t=sj&a=python|search-v3|hpb
Big Data Consultant,Fingerprint consultancy,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other· Big Data· ETL· Hadoop· Computer Engineering· Computer Science· Programming·Python,https://wuzzuf.net/jobs/p/JveT6pAvDMik-Big-Data-Consultant-Fingerprint-consultancy-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Confidential,"Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)·Python· Odoo· Software Development· XML· API· Programming,https://wuzzuf.net/jobs/p/JUmCu0CIKIGy-Odoo-Developer-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Sokkar for Industrial Sewing Machines,"New Nozha, Cairo, Egypt",1 month ago,Full Time - Part Time,Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science·Python· Information Technology (IT)· Odoo Development· Odoo,https://wuzzuf.net/jobs/p/I0X5JmVqsuer-Odoo-Developer-Sokkar-for-Industrial-Sewing-Machines-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|hpb
"Senior Engineer, Embedded Systems / Linux OS",ARROW Electronics,"Nasr City, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical· Linux OS· Embedded Systems· Computer Engineering· Computer Science· Engineering· Git· Information Technology (IT),https://wuzzuf.net/jobs/p/G4iKj6oiPWXK-Senior-Engineer-Embedded-Systems-Linux-OS-ARROW-Electronics-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Developer,Corporatica,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other· Full Stack· Computer Science· Full Stack Developer· JavaScript· Software Development· HTML5·Python,https://wuzzuf.net/jobs/p/HtLCsE47SFYg-Full-Stack-Developer-Corporatica-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb
Software Developer - Intern,Corporatica,"Cairo, Egypt",1 month ago,Internship,Student · IT/Software Development · Engineering - Telecom/Technology· Computer Science· CSS· HTML5· Information Technology (IT)· JavaScript· MySQL·Python· React,https://wuzzuf.net/jobs/p/UgvtqS2cgGe8-Software-Developer---Intern-Corporatica-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb
Machine Learning Interns,Corporatica,"Cairo, Egypt",1 month ago,Internship,Student · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Machine Learning·Python· Linux· OpenCV· Keras· Algorithms· Git,https://wuzzuf.net/jobs/p/OY5G4SY02zA4-Machine-Learning-Interns-Corporatica-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb
Senior Embedded Systems Engineer - Software,Shift EV,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Engineering· Embedded Systems· Programming· Software· Software Engineering· Engineering,https://wuzzuf.net/jobs/p/2DkxFzD9xJR9-Senior-Embedded-Systems-Engineer---Software-Shift-EV-Giza-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb
Back-end Developer,Superior Business Solutions,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Back-End Developer· Computer Science· Information Technology (IT)· Software Development· JavaScript· J2EE·Python· C#,https://wuzzuf.net/jobs/p/DbpXUqB4M4MU-Back-end-Developer-Superior-Business-Solutions-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Automation Engineer,Nana,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Automation· Computer Science· Docker· Information Technology (IT)· NoSQL·Python· quality· Software Development,https://wuzzuf.net/jobs/p/KkMpVyHDi4mQ-Senior-Software-Automation-Engineer-Nana-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb
QA Lead Engineer,Ctopya,"Cairo, Egypt",2 months ago,Full Time,Manager · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Information Technology (IT)· QA· Quality Assurance· Software· Testing· Computer Science· Selenium,https://wuzzuf.net/jobs/p/lte3VtzWIHV1-QA-Lead-Engineer-Ctopya-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb
Data Engineer,Ashtar.app,"Maadi, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Software Development· SQL· Analysis·Python· Big Data,https://wuzzuf.net/jobs/p/fDlF6yYJZ4ER-Data-Engineer-Ashtar-app-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Developer,WeStore,"Cairo, Egypt",2 months ago,Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· backend· Backend developer· Software Engineering· Software Development· Information Technology (IT)· Computer Science·Python· Web Services,https://wuzzuf.net/jobs/p/CyYaII7LMKEC-Senior-Backend-Developer-WeStore-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb
Machine Learning Intern,Talents Arena,"Smart Village, Giza, Egypt",2 months ago,Internship,Student · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Algorithms· Information Technology (IT)· Machine Learning·Python· Software· technical· Computer Science,https://wuzzuf.net/jobs/p/fHaaAE6800my-Machine-Learning-Intern-Talents-Arena-Giza-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb
Data Engineer,SSC Egypt,"Giza, Egypt",2 months ago,Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Azure· BI· Data· Engineering· Power BI·Python· Databricks· Computer Engineering,https://wuzzuf.net/jobs/p/1VslZp8jAkDF-Data-Engineer-SSC-Egypt-Giza-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb
Chat-bot Developer,Hakaya,"Riyadh, Saudi Arabia",2 months ago,Full Time - Part Time - Work From Home,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· AI· chatbot· Computer Science· English· Information Technology (IT)·Python· REST· Software Development,https://wuzzuf.net/jobs/p/623SXEthFC65-Chat-bot-Developer-Hakaya-Riyadh-Saudi-Arabia?o=123&l=sp&t=sj&a=python|search-v3|hpb
Senior Front End Developer - React,Trufla,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· JavaScript· Front-End· Software Development· Web Development· Computer Science· JQuery· Angular· HTML,https://wuzzuf.net/jobs/p/uXjrmqvWZFfb-Senior-Front-End-Developer---React-Trufla-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,(MSA) October University,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Odoo· XML· HTML· CSS· Linux·Python· JavaScript,https://wuzzuf.net/jobs/p/oGJfJhs20OZs-Odoo-Developer-MSA-October-University-Giza-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer - Fully Remote,GIG Tech,"Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Cloud· Bash· DevOps· Kubernetes· Linux· PowerShell·Python· packer,https://wuzzuf.net/jobs/p/iXI47LtCKk1H-Devops-Engineer---Fully-Remote-GIG-Tech-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Hayat Dental,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Odoo Development· Odoo· Development· Computer Science· Information Technology (IT)· JavaScript· jQuery· PostgreSQL,https://wuzzuf.net/jobs/p/LnsdnlJp9wRU-Odoo-Developer-Hayat-Dental-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb
